id,herbal_id,senyawa_marker,golongan,nama_senyawa_3d,rumus_molekul,berat_molekul,link_jsmol,catatan_jsmol
415,415,Aspalathin,Flavonoid,Aspalathin,C21H24O11,452.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=aspalathin,Rooibos afrika selatan merah teh tanpa kafein tanin rendah antioksidan tinggi sod superoksida dismutase peningkat bayi kolik kram perut ibu hamil tidur lelap jantung rileks.
416,416,L-Theanine,Amino acid,L-Theanine,C7H14N2O3,174.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=l-theanine,Guayusa ekuador amazon kafein tinggi namun theanine tinggi otak alfa gelombang rileks energi bersih tidak kaget fokus kerja malam melek tanpa lelah mental.
417,417,Cinchonain,Alkaloid,Cinchonain,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Catuaba brazil afrodisiak saraf penenang agitasi hipokondria lelah saraf kulit kayu merah sirkulasi saraf otonom parasimpatis pria ereksi saraf penis klitoris wanita.
418,418,Lupeol,Triterpene,Lupeol,C30H50O,426.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=lupeol,Muira puama ptychopetalum brazil potency wood libido gairah sensitivitas kulit alat vital saraf panggul pelvis peredaran darah stamina kelelahan kronis cfs depresi otot lemas.
419,419,Yohimbine,Indole alkaloid,Yohimbine,C21H26N2O3,354.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=yohimbine,Yohimbe afrika alfa 2 adrenergik antagonis bakar lemak lipolisis ekstrem detak jantung takikardi tekanan darah krisis bahaya ginjal jantung panik disfungsi ereksi organik pembuluh nadi.
420,420,P57,Steroidal glycoside,P57,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=glycoside,Hoodia gordonii kaktus kalahari bushman lapar hilang sinyal atp hipotalamus palsu kenyang diet ekstrem penurun berat badan nafsu makan ditekan dehidrasi bahaya tanpa haus lapar perut bunyi hilang total 24 jam kaktus gurun.
421,421,Caffeine,Xanthine,Caffeine,C8H10N4O2,194.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=caffeine,Kola nut afrika kacang cola minuman soda asli kafein teobromin bronkodilator asma energi otak stimulan pencernaan peristaltik diare lambung kembung napas lega kunyah pahit manis akhir getah.
422,422,Umckalin,Coumarin,Umckalin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=coumarin,Pelargonium sidoides afrika selatan umcka sirup batuk pilek ispa bronkitis rinosinusitis bakteri virus lendir silia mukosiliar dorong lendir keluar batuk berdahak cair paru bersih tenggorokan tbc paru.
423,423,Harpagoside,Iridoid glycoside,Harpagoside,C24H30O11,494.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=harpagoside,Devils claw kait iblis namibia radang sendi osteoarthritis lumbago pinggang bawah nyeri kronis lutut asam urat cox2 inhibitor lox tulang rawan matriks rusak cegah lambung perih maag ulkus awas dosis tinggi nsaid alam.
424,424,Mesembrine,Alkaloid,Mesembrine,C17H23NO3,289.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=mesembrine,Kanna sceletium tortuosum afrika selatan sri ssri alami serotonin reuptake inhibitor pde4 mood euforia sedatif cemas sosial depresi panik histeria kunyah fermentasi sublingual teh seduh bubuk ekstrak bahaya campur maoi antidepresan serotogenik sindrom.
425,425,Inulin,Fructan,Inulin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=inulin,Agave tequilana meksiko sirup manis madu vegan indeks glikemik rendah gi fruktosa prebiotik usus flora mikrobioma kolon obesitas diet diabetes fruktosa tinggi bahaya liver hati nafld lemak hati jika over.
426,426,Pectin,Polysaccharide,Pectin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=pectin,Nopal prickly pear kaktus opuntia meksiko oase mabuk alkohol hangover pelindung hati cerna alkohol asetaldehid turun dehidrasi elektrolit kolesterol ldl pektin gel usus feses lancar darah tinggi turun.
427,427,Manganese,Mineral,Manganese,Mn,54.94 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=manganese,Pecan kacang otak lemak tak jenuh ganda mufa pufa tembaga mangan enzim sod mitokondria antioksidan saraf pusat pelindung otak lemak kalori tinggi awas diet.
428,428,Starch,Polysaccharide,Amylose,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=amylose,Chestnut berangan manis eropa rendah lemak lemak karbohidrat tepung gluten free diet paleo kalium tekanan darah serat pencernaan usus vitamin c langka untuk kacang vena bengkak.
429,429,Pinolenic Acid,Omega-6 fatty acid,Pinolenic acid,C18H30O2,278.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=pinolenic+acid,Pine nut pignoli pesto italia cck glp1 usus kenyang tahan lapar diet lemak baik pinolenat langka kolesterol turun pine mouth syndrome lidah pahit reversibel alergi kacang jarang terjadi.
430,430,Selenium,Mineral,Selenium,Se,78.97 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=selenium,Brazil nut amazon kacang terbesar selenium metionin glutathione peroksidase enzim master antioksidan kanker prostat payudara tiroid tiroiditis hashimoto t3 t4 konversi hormon awas selenosis keracunan rontok rambut mual mati jika sehari puluhan kacang 1 cukup.
431,431,Pfaffic Acid,Triterpenoid,Pfaffic Acid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=triterpenoid,Suma root ginseng brazil pfaffia paniculata amazon adaptogen ecdysterone hormon serangga anabolik otot atlet binaraga testosteron oksigen sel eritrosit darah merah pfaffic asam tumor payudara hambat lelah kronis letih.
432,432,Emodin,Anthraquinone,Emodin,C15H10O5,270.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=emodin,He shou wu fo ti cina akar tua rambut uban hitam melanin folikel rambut rontok botak kolesterol sirkulasi darah ginjal hati hepar MENTAH TOKSIK LIVER GAGAL HATI sirosis KUKUS KACANG HITAM CURED AMAN.
433,433,Jujuboside,Triterpene glycoside,Jujuboside A,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Jujube kurma merah cina ziziphus tidur lelap insomnia amp ssp gaba a reseptor penenang otot jantung lambung perih radang maag darah merah zat besi qi limpa tonik teh ramuan cina ayam obat pusing darah rendah pucat.
434,434,Cyanidin-3-galactoside,Anthocyanin,Cyanidin,C15H11O6+,287.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cyanidin,Chokeberry aronia melanocarpa hitam pahit kelat astringen radikal bebas raja orac value tertinggi kardiovaskular dinding pembuluh darah nadi arteri elastis plak lisis darah tinggi hipertensi turun drastis jantung jantung koroner stroke pelindung saraf retina.
435,435,Delphinidin,Anthocyanin,Delphinidin,C15H11O7+,303.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=delphinidin,Maqui berry aristotelia cile patagonia mapuche indian air mata kelenjar mata kering sindrom layar hp radiasi sinar biru blue light filter ungu pekat delphinidin regenerasi sel makula penglihatan awet muda anti penuaan ros kulit.
436,436,Ascorbic Acid,Vitamin C,Ascorbic Acid,C6H8O6,176.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ascorbic+acid,Acerola barbados cherry malpighia vitamin c ekstrem 50x jeruk nipis gusi berdarah kolagen sendi radang flu pilek ispa demam sel darah putih fagosit neutrofil makrofag pelindung sel penyerapan zat besi duodenum anemia kulit kusam cerah flek hitam pudar asidosis lambung awas perih dosis besar asam urat kencing pembuangan asam askorbat encer air urine urin kuning.
437,437,Galactolipid (GOPO),Glycolipid,GOPO,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=glycolipid,Rosehip rosa canina mawar liar bunga merah vitamin c tinggi gopo galaktolipid khas sendi lutut osteoarthritis tulang rawan degradasi enzim matrix metalloproteinase hambat nyeri linu bengkak atlet lutut bantal sendi kolagen sintesis aman lambung tanpa efek nsaid maag teh sirup serbuk minyak biji vitamin a e c kulit stretch mark selulit.
438,438,Oleic acid,Fatty acid,Oleic acid,C18H34O2,282.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=oleic+acid,Marula afrika gajah mabuk buah fermentasi minyak biji kernel pelembab dehidrasi sawar kulit skin barrier transepidermal water loss tewl wajah glowing berseri elastis keriput halus mufa oleat asam palmitat linoleat antioksidan marula oil argan oil kalah rambut wajah kosmetik luar aman.
439,439,Alpha-linolenic acid,Omega-3 fatty acid,ALA,C18H30O2,278.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=alpha-linolenic+acid,Sacha inchi plukenetia peru inka omega 3 tertinggi tanaman 50% otak dha epa prekursor memori anak adhd jantung koroner trigliserida ldl vldl lisis anti inflamasi sistemik usus sendi kulit kering mata alergi biji sangrai gurih kacang bintang star seed minyak perasan dingin salad dressing.
440,440,Inositol,Carbocyclic sugar,Inositol,C6H12O6,180.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=inositol,Lucuma pouteria peru karamel emas inka karotenoid vitamin b3 niasin serat glikemik rendah gi 25 pemanis diabetes pcos ovarium sindrom resistensi insulin hormon sel pankreas regenerasi tepung kue bubuk lezat manis ubi labu kuning tekstur kenyang usus prebiotik flora mikroba sehat pencernaan anak balita manula.
441,441,Fructooligosaccharides (FOS),Oligosaccharide,FOS,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=oligosaccharide,Yacon smallanthus andes peru umbi manis renyah pir apel air tanah fruktooligosakarida fos sirup prebiotik bifidobacterium usus bakteri kolon SCFA butirat asetat laktat anti usus buntu kanker kolon usus besar sembelit laksatif ringan penahan lapar pemanis diabetes kalori kosong tak tercerna amilase lambung kembung gas efek samping adaptasi seminggu awal.
442,442,Galactomannan,Polysaccharide,Galactomannan,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=polysaccharide,Mesquite prosopis amerika tepung polong gurun karamel kacang manis serat galaktomanan gi rendah lambat cerna gula darah glukosa insulin stabil kenyang lama protein kalsium magnesium besi gluten free celiac roti kue pancake perasa bbq asap kayu panggang bumbu marinasi daging pengganti kopi herbal.
443,443,Calcium,Mineral,Calcium,Ca,40.08 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=calcium,Tef eragrostis ethiopia biji rumput cinta abu abu coklat terkecil dunia besi kalsium resisten pati amino metionin lisin injera roti asam laktat fermentasi anemia kurang darah tulang keropos rakitis anak stunting ibu hamil gluten free karbohidrat mudah cerna lambung gaster sensitif intoleransi gandum.
444,444,Magnesium,Mineral,Magnesium,Mg,24.30 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=magnesium,Millet panicum burung pakan kuning jawawut fosfor magnesium basa pembentukan basa alkali cairan tubuh ph asidosis batu ginjal asam urat luruh empedu usus jantung otot kram kedutan saraf enzim atp kofaktor energi seluler gluten free bubur nasi ganti diet kalori serat tak larut.
445,445,Rutin,Flavonoid glycoside,Rutin,C27H30O16,610.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=rutin,Buckwheat fagopyrum gandum kuda jepang soba pseudocereal biji piramida segitiga rutin bioflavonoid vitamin p kapiler vena elastis varises pecah pendarahan hidung mimisan cegah d-chiro inositol pcos ovarium insulin sel otot serap gula darah diet celiac gluten free bubur sereal soba mie jepang jantung koroner sirkulasi darah stasis betis bengkak air udem.
446,446,Gluten (Ancient),Protein,Gluten,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=protein,Spelt dinkel triticum spelta eropa kuno gandum purba cangkang keras hama wereng jamur kebal pestisida alam gluten rantai pendek lebih mudah putus oleh enzim pepsin tripsin lambung radang usus leaky gut minimal intoleransi gandum modern perut kembung ibs iritasi usus membaik serat fosfor b1 b3 niacin energi KONTRAINDIKASI CELIAC DISEASE MUTLAK ADA GLUTEN.
447,447,Selenium,Mineral,Selenium,Se,78.97 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=selenium,Kamut khorasan gandum raksasa mesir kuning keemasan sel mutasi genetik lambat tahan penyakit protein lutein zeaxanthin mata makula karotenoid otot asam amino olahraga peningkat energi glikogen simpan panjang kofaktor enzim selenium tiroid pelindung radiasi uv perut ramah KONTRAINDIKASI CELIAC DISEASE MUTLAK.
448,448,Pinitol,Cyclitol,Pinitol,C7H14O6,194.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=pinitol,Carob ceratonia belalang kacang mediterania bubuk coklat manis pengganti theobromin kafein nol gerd asam lambung sfingter esofagus klep aman tidak kendor naik dada perih panas pinitol gula darah otot tannin tak larut pektin diare cair balita loperamide alami usus ikat air kolik usus kram anjing coklat racun ganti carob aman hewan anjing kucing peliharaan.
449,449,Inulin,Fructan,Inulin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=inulin,Chicory cichorium asteraceae biru bunga akar sangrai kopi wangi pahit tanpa kafein inulin fruktan prebiotik flora bifido bakteri kolon scfa usus besar taraxasterol laktusin pahit empedu batu kolesterol luruh hepar liver cuci empedu pencernaan konstipasi kembung gas kentut perut awas over dosis prebiotik adaptasi lambung.
450,450,Emodin,Anthraquinone,Emodin,C15H10O5,270.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=emodin,Yellow dock rumex crispus keriting daun akar kuning pahit antrakuinon emodin krisofanol pencahar stimulan peristaltik kolon usus besar detoks liver empedu kantong darah kotor jerawat bernanah eksim psoriasis kulit besi terikat oksalat anion kalsium urin pekat kuning diare usus lilit kram awas oksalat batu ginjal dosis teh encer luar salep.
451,451,Carvone,Monoterpene,Carvone,C10H14O,150.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=carvone,Caraway carum carvi meridian adas soto gulai gulai karminatif kembung usir gas lambung sfingter rileks sendawa napas wangi bakteri rongga mulut mati mual muntah kolik kram perut usus buntu ringan enterik saraf vagus ekstrak teh biji kunyah awas dosis minyak murni panas epitel lambung iritasi maag bumbu aman.
452,452,Ligustilide,Phthalide,Ligustilide,C12H14O2,190.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ligustilide,Lovage levisticum seledri raksasa eropa kaldu maggi daun akar diuretik aquaretik iritasi nefron glomerulus ginjal filtrasi gfr naik ureum kreatinin asam urat kencing bilas bau seledri wangi masakan bumbu kaldu garam pengganti sodium anti asidosis rematik sendi lutut linu bengkak udem kaki wanita hamil diuretik pelvis ginjal awas ginjal rusak gagal radang nefritis hindari mutlak.
453,453,Disulfides,Organosulfur,Dimethyl disulfide,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=dimethyl+disulfide,Asafoetida ferula hing india getah sulfur bawang bau ketiak kentut keringat napas jinten cacing kremi mati usus napas asma lendir cair mukolitik bronkus vagus refleks karminatif terkuat bumbu kari kacang pencernaan api lambung agni kembung histeria cemas panik penenang usus kram awas bau tak sedap kulit urine keringat baju kuning minyak atsiri sulfur volatil dosis sejumput.
454,454,Pinene,Monoterpene,Alpha-pinene,C10H16,136.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=alpha-pinene,Galbanum ferula gummosa resin kuning kemenyan mesir mumifikasi pengawet antiseptik luka nanah plester bisul paru dahak asma bronkitis histeria panik cemas kram menstruasi rahim otot polos dupa aromaterapi wangi musk bumi balsam uap relaksasi amigdala otak.
455,455,Masticadienonic acid,Triterpene,Masticadienonic acid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=triterpene,Mastic pistacia chios yunani getah air mata kunyah permen karet h. pylori maag tukak borok usus lambung gaster mati gusi gigi sariawan periodontitis radang mulut bakteri anaerob plak gigi rontok bau mulut hilang pencernaan usus buntu crohn disease ibd ibs radang usus kolon aman kunyah telan getah bening keras.
456,456,Tragacanthin,Polysaccharide,Tragacanthin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=polysaccharide,Tragacanth astragalus gummifer shiraz getah putih serat larut air viskositas ekstrim suspensor emulgator es krim sirup pelumas mukosa serak faringitis amandel bengkak lambung perih usus borok laksatif lunak feses bulking agen diabetes lambat cerna aman hamil menyusui awas tersedak tanpa air kembung gas fermentasi usus flora mikroba sehat.
457,457,Copalic acid,Diterpene,Copalic acid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=diterpene,Copal protium amerika tengah maya dupa nyamuk usir pernapasan asma lendir paru wangi lemon pinus asap ruangan amigdala relaks tidur alfa gelombang otak spiritual meditasi konsentrasi kram otot perut pijat minyak atsiri luar aman dupa resin bakar keras putih gading emas.
458,458,Taspine,Alkaloid,Taspine,C20H19NO6,369.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=taspine,Dragons blood croton darah naga amazon getah merah taspine opc hemostatik luka lem daging fibroblas kolagen kulit baru scar keropeng borok lambung helicobacter hancur tukak cair kental merah usus crohn diare cair disentri loperamid alami kuat luar oles langsung gaster minum encer air getah merah pekat noda baju.
459,459,Limonene,Monoterpene,Limonene,C10H16,136.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=limonene,Palo santo bursera kayu suci shaman dupa mint sitrus pinus kayu wangi depresi histeria panik stres kortisol takikardi debar jantung saraf uap paru asma bronkitis usir serangga nyamuk anti radang sendi minyak atsiri gosok lutut linu uap asap ruangan wangi khas kayu mati 4 tahun fermentasi resin.
460,460,Cedrol,Sesquiterpene alcohol,Cedrol,C15H26O,222.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cedrol,Cedarwood cedrus atlantica maroko atlas pinus kayu wangi lemari ngengat kutu mati rubefasien kulit kepala folikel rambut sirkulasi dht hambat botak alopecia areata kebotakan varises sirkulasi kaki vena limfatik drainase udem air selulit pijat oles uap cemas sedatif saraf gaba TOKSIK MINUM ORAL KEJANG FATAL aman luar pijat balsem rambut.
461,461,Alpha-pinene,Monoterpene,Alpha-pinene,C10H16,136.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=alpha-pinene,Cypress cupressus cemara kerucut mediterania vena astringen wasir ambeien kempes rektum bengkak darah stasis kaki berat lelah pegal varises laba laba sirkulasi limfatik deuretik topikal paru dahak batuk spasmodik asma uap difuser minyak pijat kaki wasir rendam TOKSIK MINUM EKSKRESI GINJAL PARAH AMAN LUAR.
462,462,Terpinen-4-ol,Monoterpene,Terpinen-4-ol,C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=terpinen-4-ol,Juniper berry juniperus biru pinus gin rasa diuretik iritasi tubulus ginjal ureter gfr glomerulus bilas cuci ginjal anyang anyangan kencing nanah sistitis uretritis bakteri mati batu luruh empedu liver angin perut rematik sendi urut awas GAGAL GINJAL NEFRITIS DILARANG KERAS IRITASI PEKAT LUKA GINJAL aman dosis 2 minggu teh bumbu daging awet.
463,463,Bornyl acetate,Terpene ester,Bornyl acetate,C12H20O2,196.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=bornyl+acetate,Fir abies alba cemara perak daun jarum balsem gosok dada paru napas lega asma lendir batuk sesak bronkitis paru paru kotor perokok debu sendi linu rematik lutut merah panas kortisol otot pegal pundak leher kaku uap difuser aromaterapi hutan pinus segar sejuk TOKSIK MINUM ORAL EPILEPSI KEJANG AMAN LUAR PIJAT UAP.
464,464,Camphene,Bicyclic monoterpene,Camphene,C10H16,136.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=camphene,Spruce picea mariana cemara hitam kanada adaptogen kelenjar adrenal hpa axis stres kronis kortisol habis burn out kelelahan fisik mental letih lesu cfs fibromyalgia pijat ginjal punggung bawah uap hidung paru asma dahak linu sendi otot relaksan topikal uap dupa TOKSIK MINUM NEURO AMAN LUAR PIJAT.
465,465,Alpha-pinene,Monoterpene,Alpha-pinene,C10H16,136.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=alpha-pinene,Pine pinus sylvestris eropa hutan pinus wangi disinfektan udara virus bakteri jamur spora mati difuser uap hidung sinus mampet rinitis ispa asma tbc paru dahak kental encer mukolitik rubefasien balsem otot urat syaraf kejepit rematik lutut sendi hangat sirkulasi kulit TOKSIK ORAL MINUM AMAN LUAR UAP GOSOK.
466,466,"1,8-Cineole (Eucalyptol)",Monoterpene ether,Eucalyptol,C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=eucalyptol,Eucalyptus globulus australia koala 70% sineol murni ekspektoran asma sesak napas dada berat batuk kering dahak silia bronkus paru tbc influenza virus bakteri usir nyamuk gatal serangga kutu gigitan luka bakar otot pegal linu pundak leher SANGAT TOKSIK MINUM 5ML MATI BALITA KOMA NAPAS HENTI KEJANG KONSVULSI AMAN LUAR BALSEM UAP TETES AIR PANAS MINYAK KAYU PUTIH KERABAT.
467,467,Terpinen-4-ol,Monoterpene,Terpinen-4-ol,C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=terpinen-4-ol,Tea tree melaleuca alternifolia australia tto minyak pohon teh raja anti jamur bakteri jerawat p. acnes mati pori bersih kutu air panu kadas kurap t. rubrum hancur membran sel kuku rusak herpes zoster cacar air kutil luka robek infeksi nanah candida albicans keputihan luar cuci SANGAT TOKSIK MINUM KUCING ANJING MATI MANUSIA KOMA GAGAL HATI GINJAL DILARANG KUMUR TELAN AMAN LUAR 100% OLES KAPAS JERAWAT KUKU LUKA.
