id,herbal_id,pemerian_farmakognosi,mikroskopik_farmakognosi,mekanisme_aksi,farmakokinetik,toksikologi,interaksi_obat_umum
479,479,Herba bunga terompet kecil putih biru india shankhpushpi convolvulus prostratus otak memori tonik ayurweda saraf.,Convolvine scopoletin asam konvolvulat nootropik otak belajar.,Meningkatkan arborisasi dendritik sel saraf hipokampus otak daya ingat fokus belajar relaksasi gelombang otak tenang hiperaktif ADHD anak kecemasan stres saraf lelah memori hilang.,Absorpsi sawar darah otak lambat 4 minggu.,Aman teh herbal sirup anak india.,Aman.
480,480,Akar rambut wangi jatamansi spikenard nardostachys jatamansi himalaya minyak urapan yesus penenang debar.,Jatamansone valeranone seskuiterpen sedatif kuat wangi bumi musky manis.,Penenang SSP meningkatkan kadar GABA dan serotonin otak tanpa efek lemas otot depresi jantung berdebar panik cemas takikardi stres berat tidur lelap minyak rambut wangi.,Inhalasi uap otak oral usus hepar.,Aman sedatif lembut teh akar minyak uap.,Aman.
481,481,Akar pahit kutki himalaya picrorhiza kurroa liver pelindung empedu detoks regenerasi hati sirosis kuning.,Picroside I dan II kutkoside iridoid glikosida hepatoprotektor setara silymarin.,Menstimulasi regenerasi hepatosit liver antioksidan spesifik hati penurun SGOT SGPT bilirubin icterus penyakit kuning sirosis hepatitis peluruh cairan empedu kental kolestasis batu empedu hancur.,Metabolisme hepar spesifik kantong empedu duodenum usus racun.,Aman dosis medis ekstrak pahit lambung mual jika over.,Aman.
482,482,Herba daun merah merambat tanah punarnava boerhavia diffusa peluruh air ginjal udem bengkak jantung ginjal.,Boerhavin punarnavine alkaloid diuretik kalium tinggi anti inflamasi pelvis.,Diuretik aquaretik dan natriuretik kuat peluruh natrium air bengkak kaki jantung gagal ginjal udem ascites perut air pencuci asam urat kalium dipertahankan tanpa lemas otot.,Ekskresi ginjal urin masif ginjal tubulus.,Aman teh herbal ekstrak.,Aman.
483,483,Akar merah manjistha rubia cordifolia indian madder pencuci darah kotor limfatik kelenjar bengkak jerawat toksin pewarna merah.,Purpurin munjistin antrakuinon glikosida detoksifikasi darah merah bersih alergi.,Stimulasi sistem limfatik drainase cairan kotor toksin kelenjar getah bening bengkak alergi darah kotor jerawat kronis psoriasis eksim radang pembersih ginjal liver batu hancur.,Absorpsi usus ekskresi urin feses keringat merah (tidak bahaya pigmen).,Aman.,Aman.
484,484,Kulit pohon kayu tebal arjuna terminalia arjuna jantung koroner gagal jantung darah tinggi otot pompa ayurweda.,Arjunolic acid arjunogenin saponin triterpen glikosida inotropik positif jantung.,Meningkatkan kekuatan kontraksi otot miokard jantung (inotropik positif) tanpa menambah beban oksigen vasodilator pembuluh koroner darah tinggi turun angina nyeri dada hilang pompa kuat jantung lemah lansia.,Metabolisme spesifik sel otot miokard hepar.,Aman sangat direkomendasikan medis dosis tepat.,Sinergis obat jantung dokter beta blocker digoxin lisinopril awas tensi rendah ganda.
485,485,Kulit pohon ashoka saraca asoca bunga merah india rahim wanita haid kram pendarahan miom kista ayurweda.,Ketosterol tanin kalsium senyawa estrogenik rahim endometrium penguat otot.,Spasmolitik otot polos uterus rahim hemostatik penutup pendarahan haid berat menorrhagia kram dismenore penyeimbang hormon estrogen folikel ovarium keputihan leucorrhea bersih rapet.,Metabolisme hepar spesifik uterus reseptor er panggul.,Aman jamu sirup india wanita awas pria hindari dosis rutin hormon wanita.,Aman.
486,486,Getah resin putih salai boswellia serrata indian frankincense dupa radang sendi lutut pelumas sendi osteoarthritis.,Boswellic Acid (AKBA) triterpen pentasiklik anti LOX leukotrien peradang sendi cairan.,Inhibitor enzim 5-Lipoxygenase (5-LOX) mencegah sintesis leukotrien pemicu radang sendi bengkak nyeri hancur tulang rawan pelumas sinovial kering asma sesak napas alergi kolitis usus radang ibd crohn.,Absorpsi lemak lipid ekstrak suplemen usus darah lutut.,Aman anti radang non steroid nsaid alami tanpa maag perih lambung borok ginjal gagal paracetamol beda jalur lox cox aman gaster lambung.,Aman.
487,487,Akar putih tebal safed musli chlorophytum borivilianum viagra india pria mani encer otot gym hormon testosteron.,Stigmasterol hecogenin saponin steroid anabolik nabati fitoandrogen spermatogenesis.,Meningkatkan spermatogenesis jumlah sperma motilitas mani kental stamina libido gairah testosteron bebas otot rangka masa anabolik hipertrofi sel leydig testis stimulasi fsh lh hormon pria lemas loyo lemah syahwat kuat ereksi keras tahan lama.,Absorpsi usus steroid sintesis hormon hepar.,Aman dosis suplemen bubuk akar susu madu anabolik alam tanpa roid roid kimia testis kecut.,Aman.
488,488,Akar ubi raksasa vidari pueraria tuberosa indian kudzu pembesar otot payudara asi susu energi kelelahan kurus kering stunting.,Puerarin daidzein isoflavon fitoestrogen kalori pati tonik anabolik balita dewasa tua ringkih.,Nutrisi tonik sel anabolik protein karbohidrat fitoestrogen pelancar asi galaktagog pembesar jaringan adiposa payudara kencang energi otot lelah letih kronis (CFS) demam panas dalam tbc pemulihan pasca sakit operasi tipes dbd bedah.,Absorpsi usus pankreas amilase hepar ester otot.,Aman bubuk ubi susu air rebusan.,Aman.
489,489,Buah lada panjang kecil pippali piper longum indian long pepper asma dahak paru usus penyerap nutrisi bioenhancer bumbu trikatu.,Piperine piplartine alkaloid ekspektoran mukolitik panas perut peningkat efikasi kurkumin kunyit 2000x lipat usus liver hepar.,Meningkatkan bioavailabilitas obat herbal nutrisi vitamin di usus dengan menghambat enzim sitokrom P450 CYP3A4 dan P-glikoprotein efflux paru mukolitik asma dahak kental bronkodilator perut kembung gas kolik pencernaan api lambung agni.,Absorpsi usus menembus hepar menahan obat lain tidak hancur di liver (bioenhancer super).,Aman dosis bumbu 1-2 gram dilarang keras bagi maag ulkus berdarah perih panas lambung buntu usus buntu gaster radang gastritis akut.,SANGAT KUAT MENINGKATKAN KADAR DARAH OBAT LAIN (Anti epilepsi darah tinggi kolesterol pengencer darah antikoagulan warfarin phenytoin theophylline) BAHAYA OVERDOSIS GANDA OBAT DOKTER PIPERIN TINGGI PENGHAMBAT ENZIM LIVER.
490,490,Bunga air lotus teratai biru mesir nymphaea caerulea lucid dream rokok teh hisap euforia penenang cemas tidur lelap spritual.,Aporphine nuciferine alkaloid dopaminergik ringan psikoaktif legal rileks otot penenang ssp tidur dalam bunga kering kelopak.,Agonis reseptor dopamin D2 dan antagonis 5-HT2A penenang otot antispasmodik euforia ringan tanpa mabuk alkohol halusinogen lucid dreaming tidur sadar rileks cemas panik ptsd depresi afrodisiak mesir kuno anggur rendam.,Pencernaan usus teh seduh oral mukosa uap asap hisap.,Aman dosis teh 5 gram dilarang overdosis mual muntah sedatif kuat gaba.,Sinergis alkohol anggur obat penenang awas bahaya teler pingsan lemas otot.
491,491,Batang tebu manis saccharum officinarum kuning peras es haus dehidrasi demam penyakit kuning hepatitis liver glukosa instan kuning gading air.,Sukrosa fruktosa asam glikolat oktakosanol policosanol lilin tebu kulit luar stamina otot liver glikogen ganti energi.,Karbohidrat sederhana glikolisis instan hepatosit liver pemulihan cadangan glikogen kosong penyakit kuning hepatitis billirubin larut ekskresi otot letih lelah haus elektrolit.,Absorpsi usus cepat darah insulin naik instan.,Aman awas diabetes hiperglikemia gila.,Aman.
492,492,Buah hijau merah bulat mangga laut cerbera manghas bintaro racun mematikan jantung tikus hama hewan tikus celeng.,Cerberin cerberosid glikosida jantung kardiak sangat toksik racun panah mematikan biji getah daun semua fatal tikus lari bau.,Menghambat pompa Na+/K+-ATPase sel otot jantung miokardium hiperkalsemia intrasel kontraksi tetanik aritmia ventrikel fibrilasi blok jantung henti jantung mati koma (Digitalis toxicity like) bau usir tikus hama.,Toksisitas oral getah biji mematikan absorpsi usus kardiovaskular.,SANGAT TOKSIK ORAL KEMATIAN JANTUNG GAGAL NAPAS 1 biji membunuh manusia getah buta mata kulit iritasi melepuh.,DILARANG KERAS KONSUMSI OBAT TIKUS HAMA LUAR ONLY.
493,493,Biji pule pandak pranajiwa euchresta horsfieldii langka jawa bali jimat obat kuat afrodisiak tbc batuk darah muntah darah disentri.,Euchrestine matrine alkaloid toksik pahit luar biasa antibakteri kuat anti inflamasi rahim perut disentri basiler dada sesak stamina.,Antimikroba spektrum luas sitotoksik sel mukosa iritan peluruh bakteri usus disentri darah amuba hemostatik batuk darah paru tbc paru rahim kontraksi obat kuat pria.,Metabolisme hepar usus kolon.,Toksik dosis sedang tinggi alkaloid muntah diare debar neurotoksik gila hati hati dosis mikro jamu jawa bali gigit telan 1 biji.,Aman dosis jamu mikro dilarang hamil abortus rahim kontraksi kuat kram otot.
494,494,Herba liar gulma lalapan sintrong ebolo crassocephalum crepidioides wangi mint wangi prei sayur mentah radang lambung maag luka bengkak tumor payudara tradisional benjolan.,Pyrrolizidine alkaloid (PA) jacobine (jika mentah tua) quercetin kaempferol sayur rebus sedap bau menthol daun mudanya anti inflamasi.,Sama comfrey anti inflamasi mukosa lambung gaster borok usus bengkak payudara udem linu rebusan sayur lalapan penambah nafsu makan pencernaan wangi.,Metabolisme hepar toksin PA hepatotoksik lambat kumulatif.,RAW MENTAH DAUN TUA SANGAT HEPATOTOKSIK (PA) sirosis liver gagal hati vena tersumbat SANGAT AMAN JIKA DIREBUS MATANG DAUN MUDA PANAS HANCUR RACUN PA sayur lodeh tumis.,Aman matang rebus.
495,495,Sayur rawa air genjer limnocharis flava daun bulat bunga kuning renyah sedap nafsu makan anemia kalsium sembelit serat limbah air kotor racun logam hati hati.,Serat selulosa pektin kalsium tinggi zat besi flavon pelindung pencernaan.,Pencahar mass forming serat kolon bulking feses sembelit buang empedu kolesterol ikatan besi hemoglobin darah anemia pucat nafsu makan enzim gastrik amilase.,Lumen usus kolonik hepar duodenum.,SANGAT TOKSIK JIKA DARI RAWA TERCEMAR LIMBAH PABRIK merkuri timbal timah kadmium genjer penyerap bioakumulator hiperakumulator hebat logam berat sungai kotor JAMINAN AIR BERSIH MUTLAK.,Aman genjer sawah bersih mata air gunung.
496,496,Bunga kerucut merah ungu jantung pisang musa acuminata jantung ontong sayur kuah santan lodeh asi kolesterol jantung koroner mag maag lambung perih.,Serat larut air tanin saponin flavonoid antosianin galaktagog kalium jantung.,Stimulasi prolaktin payudara kelenjar susu asi deras kental ikatan empedu kolesterol usus buang feses turun ldl kalium vasodilator kapiler tensi turun pelapis maag radang usus buntu gaster.,Lumen usus darah vena.,Aman sayur lodeh pepes rebus awas getah mentah pahit buang kulit luar.,Aman.
497,497,Bunga putih gading kuning kecil bergerombol pepaya gantung carica papaya jantan pahit lodeh tumis nafsu makan malaria darah tinggi cacingan papain enzim.,Enzim papain karpain alkaloid glukosinolat benzil isotiosianat pahit getah.,Enzim proteolitik papain pencerna protein daging usus lambung lancar bab cerna protein cacing usus kutikula hancur mati alkaloid karpain anti plasmodium malaria lisis darah tensi dilatasi pembuluh empedu stimulasi.,Absorpsi usus hepar empedu kolon cacing.,Aman rebus garam hilangkan pahit toksik getah jika mentah banyak kram lambung awas getah carica papaya abortus hamil muda kontraksi rahim dilarang keras ibu hamil.,Aman sayur matang awas ibu hamil muda rahim gugur.
498,498,Daun hijau tua licin kopi arabika coffea arabica seduh teh kawa daun padang sumatra tinggi antioksidan jantung aman tanpa debar kafein rendah mangiferin glukosa.,Mangiferin tinggi chlorogenic acid trigonelline kafein sangat rendah dibanding biji anti radang diabetes glukosa insulin.,Inhibisi enzim alpha glucosidase usus karbohidrat lambat pecah glukosa darah diabetes antioksidan sel radikal bebas mangiferin penurun uric acid urat sendi asam.,Pencernaan absorpsi usus ginjal hepar.,Aman teh seduh daun asap sangrai kawa daun padang aman bagi penderita maag GERD sensitif kafein jantung debar dari kopi biji.,Aman.
499,499,Daun hijau sayap panjang daun duduk desmodium triquetrum cacing pita wasir ambeien radang usus peluruh kencing batu ginjal teh daun cina obat tcm.,Tannin trigonelline alkaloid asam silikat saponin diuretik peluruh.,Astringen kuat vena hemoroid ambeien wasir kempes pengerut mukosa darah hemostatik batu ginjal kalsium oksalat lisis diuretik peluruh urin cacing usus pingsan radang usus buntu cecum appendisitis.,Ekskresi ginjal urin kolon vena rektum anus luar dalam teh rebusan duduki daun wasir uap.,Aman oral teh rebus uap duduk uap anus radang wasir parah kempes.,Aman.
500,500,Herba bunga biru putih kecil bau kambing bandotan ageratum conyzoides gulma luka berdarah lebam cantengan bisul nanah radang usus.,Precocenes ageratochromene pyrrolizidine alkaloid (PA) minyak atsiri bau prengus kambing coumarin hemostatik luar pembeku darah luka lebat lebam.,Koagulasi protein darah fibrin trombosit fibrinogen hemostatik luka robek tutup darah beku instan bakteri mati bisul nanah cantengan jari tarik nanah keluar anti inflamasi luar gatal kurap panu jamur.,Topikal epidermis kulit luka terbuka kapiler darah luar.,SANGAT TOKSIK ORAL HEPATOTOKSIK (PA) sirosis gagal hati merusak vena liver dilarang keras minum jamu bandotan bahaya gagal hepar.,AMAN 100% LUAR OLES TUMBUK LUKA ROBEK CANTENGAN BISUL NANAH DARAH LUKA POTONG GATAL KULIT.
501,501,Rimpang wangi aromatik khas tajam.,"Butir amilum, sel minyak atsiri (asarone).",Asarone dan eugenol sebagai spasmolitik otot polos pencernaan usir kembung.,Absorpsi cepat senyawa volatil.,Alpha-asarone bersifat karsinogenik dosis tinggi.,Aman dosis jamu mikro.
502,502,Akar rimpang pendek menjalar.,"Pati, sklerenkim tebal.",Imunomodulator makrofag dan antioksidan flavonoid menangkal radikal bebas ssp.,Metabolisme hepar ginjal.,Aman.,Aman.
503,503,Kulit kayu coklat pahit getir.,Alkaloid lunamarin.,Alkaloid kuinin like menstimulasi aliran darah ke korpus kavernosum vasodilator.,Metabolisme hepar cepat.,Aman dosis wajar.,Interaksi obat jantung nitrat.
504,504,Akar kayu putih keras dan daun kasar.,"Saponin, flavonoid.",Ekspektoran mukolitik memecah ikatan dahak viskositas tinggi jalan napas bronkus.,Absorpsi oral mukosa pernapasan.,"Aman, terapi gurah hidung perih ekstrem lokal.",Aman.
505,505,Herba merayap merah bergetah putih.,"Quercetin, kumarin.",Antibakteri Shigella penyebab disentri amuba dan spasmolitik bronkial asma.,Metabolisme hepar usus.,Getah iritan ringan mukosa.,Aman direbus matang.
506,506,Daun hijau kasar bergerigi.,Kalsium karbonat tinggi terikat.,Diuretik aquaretik dan pelarut batu oksalat kalsium di pelvis ginjal.,Ekskresi urin masif kalium.,Aman.,Aman.
507,507,Daun bentuk empat payung belah air.,Fitoestrogen (Isoflavon).,Mengikat reseptor estrogen tulang (osteoblas) mencegah resorpsi matriks tulang menopause.,Metabolisme usus absorpsi reseptor.,Aman.,Interaksi obat hormonal estrogen.
508,508,Herba hijau asam merayap semanggi kecil.,"Asam oksalat tinggi, vitamin c.",Asidifikasi lambung ringan penurun panas antipiretik reseptor cox hidung sentral.,Ekskresi urin oksalat kristal.,Awas BATU GINJAL oksalat dosis tinggi harian.,Aman dosis sesekali.
509,509,Herba bening berair mudah patah pellucida.,"Pellucidatin, flavonoid.",Menghambat enzim xanthine oxidase (menurunkan produksi asam urat darah).,Metabolisme ginjal urin lancar.,Aman.,Sinergis Allopurinol.
510,510,Daun tebal hijau merah berlendir licin.,"Mucilage (lendir), saponin.",Demulsen pelapis mukosa gaster lambung yang erosi asam pepsin perlindungan tukak luka.,Tidak diserap lumen usus feses.,Aman.,Hambat absorpsi obat oral lain jeda 2 jam.
511,511,Akar dan herba berduri bayam liar.,"Amaranthin, kalium nitrat.",Diuretik natriuresis ginjal dan stimulasi prolaktin kelenjar payudara laktasi asinus.,Ekskresi urin deras.,Aman awas duri tajam melukai.,Aman.
512,512,Herba menjalar berdaging pantai asin.,"Ecdysterone, asam amino.",Netralisir toksin cnidaria (ubur ubur) koagulasi racun protein bisa topikal laut.,Topikal luar kulit.,Aman luar.,Aman luar.
513,513,Daun lebar hijau keputihan getah lebat tajam.,Calotropin (kardiak glikosida racun).,Getah kaustik korosif mematikan saraf gigi berlubang (pulpitis) analgesik lokal mematikan.,Topikal karies gigi murni jangan telan.,GETAH SANGAT BERACUN JIKA KENA MATA BUTA JIKA DITELAN MATI JANTUNG.,Dilarang keras minum.
514,514,Daun majemuk menyirip hijau pahit johar.,Barakol (alkaloid).,Anti-plasmodium lisis eritrosit parasit dan sedatif ringan ssp.,Metabolisme hepar hati hepatotoksik.,Daun johar hepatotoksik jika rutin tiaphari (gagal hati barakol).,Aman dosis rendah jarang.
515,515,Daun menyirip biji merah saga keras cina.,"Saponin daun, Abrin (biji mentah toksik).",Saponin daun ekspektoran ringan tenggorokan.,Pencernaan standar usus daun.,BIJI MERAH MENTAH SANGAT BERACUN TOKSIK MATI.,Aman daun saja rebus.
516,516,Biji keras pohon peneduh jembatan lebar.,Alkaloid pithecolobine.,Astringen pencuci darah stimulasi hepar ringan.,Standar pencernaan biji goreng.,Aman sangrai.,Aman.
517,517,Buah kecil cangkang keras beludru hitam isi asam.,Asam tartarat asam malat.,Laksatif osmotik kolon tarik air usus lunak feses asam lemak rilis lambat.,Pencernaan lumen usus kolon.,Aman.,Aman.
518,518,Buah menempel di batang wangi bunga.,Triterpenoid saponin.,Metabolit wangi diekskresikan melalui kelenjar keringat apokrin dan urin pewangi tubuh nafas alami.,Ekskresi apokrin keringat ginjal urin.,Aman.,Aman.
519,519,Buah bulat hijau kecil pahit rimbang bergerombol.,"Solasodine, Torvonin vitamin A beta karoten.",Regenerasi rhodopsin sel batang retina mata dan solasodine hepar anti radang pembuluh.,Absorpsi lipid lambat usus.,Aman.,Aman.
